"con_chi","Tscale","Tgauss_width","Tgauss_centre"
0.277492696325766,0.892630568699678,1.22553799977759,0.82617705661105
-3.88049039437598,0.920718110218877,0.795063235540874,0.776420120114926
3.1071667138379,1.47455883044167,1.2132287617831,1.24056329957675
-1.12508475135037,0.763358679763041,0.943880014517344,0.911492089170497
3.42499856220831,1.17008027387783,0.690797067363746,1.25943528792704
-0.25323418576555,1.19773343102424,1.29025037437095,1.17765422065859
2.21921471827457,0.855395969102392,1.36274434014922,0.749884907604428
-2.80292290847416,0.651371193822706,1.14657061966136,1.00033583694021
0.112833540082981,1.11919344645576,0.730027746362612,0.705746318615274
-4.21884093711417,1.28341376609751,1.18383137934143,0.63204564161133
2.54585447578959,1.14476680696826,1.32111851712689,1.09162328965031
-2.66481807380387,0.778335770650301,-0.112460869672941,1.12680848832824
1.30266432925935,0.809980744501809,0.831298962846631,1.27918014512979
-2.231587836402,0.833989781490527,1.42111649594735,0.890447887708433
3.88036366716968,0.529143851198023,0.886026140168542,0.692343373486074
-4.36018754480018,1.35330662260531,1.26706999572925,1.20773491781438
-3.26302498569477,0.612147516483674,0.773251709504984,0.820826765493257
4.26664137136598,1.26153187613818,0.954124142811634,0.968821559252683
1.91126755367127,0.716844288387801,1.07509912322275,0.977865002595354
-0.662420569793396,1.09446578643401,0.658290022797883,1.1012207774329
2.26908474611257,1.34356129450607,1.00562411532155,1.43004751592525
2.96269556828952,0.998575260717189,0.615697649563663,-0.195352564333007
0.996252142083507,0.52449155326467,0.919366348080803,1.34221763394889
-1.33283955967601,1.37627811834682,1.03077738643042,1.04592715282342
0.679838102759782,1.31432966417633,1.17251879435498,0.605937113962136
-1.62550108619501,1.23108633381198,0.512077094177948,1.45290733061847
-3.52920535459158,-0.149070155643858,0.809324454533635,1.42180511466577
-3.78901317736698,0.932815737911733,0.700565183942672,0.558789741416695
5,1.03828593708458,0.54092976723914,1.35914369889069
3.69700839493812,1.43683451848337,1.48962095389725,1.06539501801017
-0.958268943347005,0.744432478229282,1.3456388274557,1.30304062495125
-0.340861887562036,0.632880909915548,1.11875459812582,0.580395855492679
1.23330218238326,0.682364229258383,0.627240255393554,0.929220220271964
-1.85643095660843,1.49301425925223,0.978612513589906,1.47600285891676
-2.41786370742736,1.20267715066439,1.46303522587405,0.871903547080001
-5,0.590263234317536,1.44349138179095,0.659702614683192
1.62116144329672,1.40384761986788,0.551268061751034,0.754377573129023
4.45271791022006,0.952829519711668,1.05255341837765,1.38944246023311
4.77702730502235,1.00083080214681,1.38728641453199,0.541437613288872
-4.60247176264568,1.05099921314395,0.860881368891569,1.15477041369886
